InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Stock,Revenue,NetProfit,TotalSales,NetSales,DiscountAmount,TotalPrice,Year,Month,CustomerSegment,Margin,DaysSince,LossFlag
104507,SKU_1825,Notebook,6,2021-05-27 13:00:00,94.98,,United Kingdom,0.02,Paypall,19.27,Stationery,Online,Not Returned,FedEx,Amsterdam,Low,1825,558.5,539.2,569.9,558.5,11.4,577.8,2021,May,Silver,96.5,1674,NO
104509,SKU_1389,Wireless Mouse,49,2025-04-06 21:00:00,45.06,88175.0,Portugal,0.26,Credit Card,18.96,Electronics,In-store,Not Returned,UPS,London,Low,1389,1633.9,1614.9,2207.9,1633.9,574.1,1652.8,2025,Apr,Platinum,98.8,263,NO
104516,SKU_1371,Blue Pen,5,2025-06-22 08:00:00,26.72,68105.0,Spain,0.07,Paypall,23.41,Stationery,Online,Not Returned,FedEx,Amsterdam,High,1371,124.2,100.8,133.6,124.2,9.4,147.7,2025,Jun,Bronze,81.2,187,NO
104521,SKU_1780,Desk Lamp,36,2022-03-07 08:00:00,74.18,16675.0,Netherlands,0.31,Paypall,8.88,Furniture,In-store,Not Returned,UPS,Amsterdam,Low,1780,1842.6,1833.8,2670.5,1842.6,827.8,1851.5,2022,Mar,Platinum,99.5,1390,NO
104522,SKU_1288,Desk Lamp,16,2022-04-04 08:00:00,64.44,65172.0,Belgium,0.01,Paypall,24.68,Furniture,Online,Not Returned,UPS,Rome,Medium,1288,1020.7,996.0,1031.0,1020.7,10.3,1045.4,2022,Apr,Silver,97.6,1362,NO
104554,SKU_1170,T-shirt,7,2023-08-15 01:00:00,99.43,15938.0,Portugal,0.22,Paypall,10.4,Apparel,Online,Returned,UPS,Amsterdam,Medium,1170,542.9,532.5,696.0,542.9,153.1,553.3,2023,Aug,Silver,98.1,864,NO
104570,SKU_1281,Blue Pen,33,2025-01-25 01:00:00,31.32,75293.0,Sweden,0.18,Bank Transfer,9.62,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium,1281,847.5,837.9,1033.6,847.5,186.0,857.1,2025,Jan,Silver,98.9,335,NO
104576,SKU_1016,Notebook,28,2021-07-04 19:00:00,83.95,22598.0,Australia,0.3,Bank Transfer,29.37,Stationery,Online,Returned,FedEx,Berlin,Medium,1016,1645.4,1616.1,2350.6,1645.4,705.2,1674.8,2021,Jul,Platinum,98.2,1636,NO
104616,SKU_1770,Office Chair,46,2024-01-15 10:00:00,8.99,99119.0,United States,0.18,Bank Transfer,14.85,Furniture,In-store,Not Returned,UPS,Amsterdam,Low,1770,339.1,324.3,413.5,339.1,74.4,354.0,2024,Jan,Silver,95.6,711,NO
104626,SKU_1235,Headphones,16,2024-04-26 13:00:00,93.0,11112.0,France,0.14,Credit Card,29.28,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium,1235,1279.7,1250.4,1488.0,1279.7,208.3,1309.0,2024,Apr,Gold,97.7,609,NO
104642,SKU_1726,Desk Lamp,24,2022-02-20 15:00:00,40.86,45351.0,Sweden,0.15,Credit Card,18.5,Furniture,Online,Returned,DHL,Amsterdam,Medium,1726,833.5,815.0,980.6,833.5,147.1,852.0,2022,Feb,Silver,97.8,1405,NO
104646,SKU_1226,Wall Clock,35,2021-09-14 17:00:00,7.0,36845.0,Italy,0.13,Credit Card,26.5,Home Decor,In-store,Not Returned,FedEx,Berlin,High,1226,213.2,186.6,245.0,213.2,31.8,239.6,2021,Sep,Bronze,87.6,1564,NO
104655,SKU_1538,Office Chair,15,2024-10-10 08:00:00,25.97,30787.0,United States,0.2,Credit Card,12.71,Furniture,Online,Not Returned,DHL,Amsterdam,Medium,1538,311.6,298.9,389.5,311.6,77.9,324.3,2024,Oct,Silver,95.9,442,NO
104677,SKU_1437,Notebook,18,2021-04-29 14:00:00,30.15,54140.0,United Kingdom,0.12,Credit Card,29.95,Stationery,Online,Not Returned,Royal Mail,London,High,1437,477.6,447.6,542.7,477.6,65.1,507.5,2021,Apr,Silver,93.7,1702,NO
104694,SKU_1848,Blue Pen,12,2021-10-11 06:00:00,90.37,39153.0,Portugal,0.45,Bank Transfer,6.55,Stationery,Online,Not Returned,FedEx,Paris,High,1848,596.4,589.9,1084.4,596.4,488.0,603.0,2021,Oct,Gold,98.9,1537,NO
104695,SKU_1815,Wall Clock,42,2021-06-17 15:00:00,1.73,34829.0,Italy,0.19,Paypall,16.65,Home Decor,In-store,Not Returned,UPS,Paris,Medium,1815,58.9,42.2,72.7,58.9,13.8,75.5,2021,Jun,Bronze,71.7,1653,NO
104696,SKU_1176,Blue Pen,21,2023-06-01 00:00:00,45.81,88315.0,Netherlands,0.31,Paypall,17.53,Stationery,In-store,Not Returned,UPS,London,Medium,1176,663.8,646.3,962.0,663.8,298.2,681.3,2023,Jun,Silver,97.4,939,NO
104708,SKU_1433,USB Cable,31,2023-04-14 23:00:00,77.36,36842.0,Belgium,0.04,Paypall,18.94,Electronics,In-store,Not Returned,FedEx,Berlin,Medium,1433,2302.2,2283.3,2398.2,2302.2,95.9,2321.2,2023,Apr,Platinum,99.2,986,NO
104718,SKU_1300,Desk Lamp,23,2023-12-24 08:00:00,9.96,,Australia,0.11,Paypall,6.37,Furniture,In-store,Not Returned,FedEx,Berlin,Medium,1300,203.9,197.5,229.1,203.9,25.2,210.3,2023,Dec,Bronze,96.9,733,NO
104791,SKU_1051,Notebook,2,2021-09-08 23:00:00,58.62,40304.0,Spain,0.15,Bank Transfer,28.11,Stationery,Online,Not Returned,UPS,Amsterdam,Low,1051,99.7,71.5,117.2,99.7,17.6,127.8,2021,Sep,Bronze,71.8,1569,NO
104809,SKU_1044,Blue Pen,43,2020-02-08 21:00:00,70.43,94581.0,Belgium,0.29,Bank Transfer,14.27,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low,1044,2150.2,2136.0,3028.5,2150.2,878.3,2164.5,2020,Feb,Platinum,99.3,2147,NO
104825,SKU_1964,USB Cable,17,2024-07-16 12:00:00,77.93,45485.0,Australia,0.36,Bank Transfer,5.75,Electronics,Online,Not Returned,FedEx,Berlin,Medium,1964,847.9,842.1,1324.8,847.9,476.9,853.6,2024,Jul,Gold,99.3,528,NO
104838,SKU_1457,White Mug,11,2022-07-20 04:00:00,96.7,13125.0,Netherlands,0.1,Bank Transfer,14.45,Home & Kitchen,In-store,Not Returned,UPS,Berlin,Low,1457,957.3,942.9,1063.7,957.3,106.4,971.8,2022,Jul,Gold,98.5,1255,NO
104847,SKU_1535,White Mug,32,2024-11-10 19:00:00,15.97,42995.0,Netherlands,0.04,Bank Transfer,15.04,Home & Kitchen,Online,Not Returned,FedEx,Amsterdam,Low,1535,490.6,475.6,511.0,490.6,20.4,505.6,2024,Nov,Silver,96.9,411,NO
104889,SKU_1304,USB Cable,42,2021-11-23 17:00:00,71.67,,Sweden,0.34,Credit Card,24.64,Electronics,In-store,Not Returned,FedEx,Rome,Low,1304,1986.7,1962.1,3010.1,1986.7,1023.4,2011.3,2021,Nov,Platinum,98.8,1494,NO
104902,SKU_1867,T-shirt,5,2023-11-06 07:00:00,98.01,70610.0,Belgium,0.15,Paypall,19.6,Apparel,Online,Not Returned,FedEx,Rome,High,1867,416.5,396.9,490.0,416.5,73.5,436.1,2023,Nov,Silver,95.3,781,NO
104902,SKU_1629,Notebook,20,2024-03-24 06:00:00,89.01,72402.0,Spain,0.25,Credit Card,10.72,Stationery,In-store,Not Returned,DHL,London,High,1629,1335.2,1324.4,1780.2,1335.2,445.0,1345.9,2024,Mar,Gold,99.2,642,NO
104922,SKU_1180,White Mug,10,2021-05-07 19:00:00,85.01,43897.0,Italy,0.38,Bank Transfer,9.94,Home & Kitchen,In-store,Not Returned,UPS,Amsterdam,High,1180,527.1,517.1,850.1,527.1,323.0,537.0,2021,May,Silver,98.1,1694,NO
104942,SKU_1109,T-shirt,43,2025-04-08 14:00:00,28.09,23802.0,United States,0.19,Paypall,22.61,Apparel,In-store,Not Returned,FedEx,Berlin,High,1109,978.4,955.8,1207.9,978.4,229.5,1001.0,2025,Apr,Gold,97.7,262,NO
104952,SKU_1111,T-shirt,14,2024-10-03 06:00:00,48.57,40641.0,France,0.45,Credit Card,29.15,Apparel,Online,Not Returned,DHL,Berlin,High,1111,374.0,344.8,680.0,374.0,306.0,403.1,2024,Oct,Silver,92.2,449,NO
104957,SKU_1736,USB Cable,30,2025-07-26 15:00:00,10.62,29223.0,Norway,0.29,Paypall,11.82,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,1736,226.2,214.4,318.6,226.2,92.4,238.0,2025,Jul,Bronze,94.8,153,NO
104959,SKU_1440,USB Cable,1,2022-02-14 19:00:00,25.05,56268.0,Belgium,0.46,Credit Card,18.43,Electronics,Online,Not Returned,UPS,Berlin,Low,1440,13.5,-4.9,25.0,13.5,11.5,32.0,2022,Feb,Bronze,-36.2,1411,YES
104983,SKU_1951,Desk Lamp,20,2022-05-12 23:00:00,33.23,35714.0,France,0.46,Paypall,28.69,Furniture,Online,Not Returned,UPS,Paris,Low,1951,358.9,330.2,664.6,358.9,305.7,387.6,2022,May,Silver,92.0,1323,NO
104983,SKU_1406,USB Cable,13,2024-08-03 09:00:00,57.15,80625.0,Belgium,0.25,Paypall,29.13,Electronics,Online,Returned,FedEx,Berlin,Low,1406,557.2,528.1,742.9,557.2,185.7,586.3,2024,Aug,Silver,94.8,510,NO
104999,SKU_1336,Blue Pen,29,2025-03-09 02:00:00,80.13,23733.0,Spain,0.31,Credit Card,10.03,Stationery,In-store,Not Returned,UPS,London,Low,1336,1603.4,1593.4,2323.8,1603.4,720.4,1613.4,2025,Mar,Platinum,99.4,292,NO
105004,SKU_1873,Blue Pen,27,2021-11-26 14:00:00,53.53,66372.0,United States,0.11,Paypall,7.84,Stationery,Online,Not Returned,UPS,Amsterdam,Low,1873,1286.3,1278.5,1445.3,1286.3,159.0,1294.2,2021,Nov,Gold,99.4,1491,NO
105017,SKU_1829,Wireless Mouse,42,2023-03-08 18:00:00,30.07,28153.0,United States,0.48,Credit Card,13.8,Electronics,In-store,Not Returned,Royal Mail,London,Medium,1829,656.7,642.9,1262.9,656.7,606.2,670.5,2023,Mar,Gold,97.9,1024,NO
105039,SKU_1645,Office Chair,37,2020-08-11 16:00:00,94.27,15439.0,United States,0.14,Credit Card,18.58,Furniture,Online,Not Returned,FedEx,Paris,Medium,1645,2999.7,2981.1,3488.0,2999.7,488.3,3018.3,2020,Aug,Platinum,99.4,1963,NO
105041,SKU_1621,Backpack,48,2025-02-23 06:00:00,24.25,47965.0,Netherlands,0.36,Bank Transfer,18.34,Accessories,Online,Not Returned,FedEx,Paris,High,1621,745.0,726.6,1164.0,745.0,419.0,763.3,2025,Feb,Gold,97.5,306,NO
105050,SKU_1740,Wall Clock,25,2023-03-06 01:00:00,67.45,25081.0,United Kingdom,0.06,Paypall,9.52,Home Decor,In-store,Not Returned,DHL,Rome,High,1740,1585.1,1575.6,1686.2,1585.1,101.2,1594.6,2023,Mar,Gold,99.4,1026,NO
105149,SKU_1242,Office Chair,11,2023-03-10 19:00:00,72.69,65894.0,Norway,0.1,Paypall,19.28,Furniture,In-store,Not Returned,DHL,Rome,Low,1242,719.6,700.4,799.6,719.6,80.0,738.9,2023,Mar,Silver,97.3,1022,NO
105156,SKU_1770,USB Cable,24,2024-06-18 02:00:00,60.2,31659.0,Belgium,0.48,Paypall,6.97,Electronics,Online,Not Returned,UPS,Berlin,Medium,1770,751.3,744.3,1444.8,751.3,693.5,758.3,2024,Jun,Gold,99.1,556,NO
105191,SKU_1433,Headphones,13,2025-05-27 22:00:00,37.41,35115.0,Spain,0.2,Credit Card,15.9,Electronics,Online,Not Returned,FedEx,Paris,Medium,1433,389.1,373.2,486.3,389.1,97.3,405.0,2025,May,Silver,95.9,212,NO
105209,SKU_1841,Desk Lamp,44,2020-11-04 17:00:00,9.08,50774.0,Portugal,0.44,Bank Transfer,29.92,Furniture,In-store,Not Returned,DHL,Berlin,Low,1841,223.7,193.8,399.5,223.7,175.8,253.7,2020,Nov,Silver,86.6,1878,NO
105220,SKU_1761,Headphones,44,2025-05-07 03:00:00,80.49,43582.0,Norway,0.09,Credit Card,15.6,Electronics,Online,Not Returned,UPS,London,High,1761,3222.8,3207.2,3541.6,3222.8,318.7,3238.4,2025,May,Platinum,99.5,233,NO
105224,SKU_1620,Wall Clock,49,2025-08-02 17:00:00,78.29,17487.0,France,0.16,Paypall,10.32,Home Decor,In-store,Not Returned,Royal Mail,Amsterdam,High,1620,3222.4,3212.1,3836.2,3222.4,613.8,3232.7,2025,Aug,Platinum,99.7,146,NO
105282,SKU_1521,Wall Clock,12,2024-07-16 13:00:00,2.31,10296.0,United Kingdom,0.32,Credit Card,9.17,Home Decor,In-store,Not Returned,Royal Mail,Rome,Low,1521,18.8,9.7,27.7,18.8,8.9,28.0,2024,Jul,Bronze,51.4,528,NO
105287,SKU_1548,White Mug,23,2020-02-21 01:00:00,69.8,86142.0,Netherlands,0.2,Paypall,19.76,Home & Kitchen,Online,Not Returned,Royal Mail,Rome,Low,1548,1284.3,1264.6,1605.4,1284.3,321.1,1304.1,2020,Feb,Gold,98.5,2135,NO
105291,SKU_1440,Notebook,48,2024-08-22 19:00:00,69.28,84871.0,Italy,0.23,Credit Card,20.6,Stationery,Online,Not Returned,DHL,Rome,High,1440,2560.6,2540.0,3325.4,2560.6,764.9,2581.2,2024,Aug,Platinum,99.2,491,NO
105293,SKU_1265,Headphones,3,2023-03-20 15:00:00,11.58,11557.0,Norway,0.15,Paypall,18.17,Electronics,In-store,Not Returned,UPS,Amsterdam,High,1265,29.5,11.4,34.7,29.5,5.2,47.7,2023,Mar,Bronze,38.5,1012,NO
105310,SKU_1107,Wall Clock,45,2021-12-23 20:00:00,93.84,72816.0,France,0.38,Paypall,7.02,Home Decor,Online,Not Returned,UPS,Berlin,Medium,1107,2618.1,2611.1,4222.8,2618.1,1604.7,2625.2,2021,Dec,Platinum,99.7,1464,NO
105327,SKU_1434,T-shirt,1,2024-12-31 21:00:00,5.63,13097.0,Italy,0.26,Paypall,14.17,Apparel,Online,Not Returned,Royal Mail,Rome,Low,1434,4.2,-10.0,5.6,4.2,1.5,18.3,2024,Dec,Bronze,-240.1,359,YES
105337,SKU_1163,Blue Pen,44,2024-04-20 18:00:00,39.67,50837.0,United States,0.26,Credit Card,6.97,Stationery,Online,Returned,Royal Mail,Berlin,Low,1163,1291.7,1284.7,1745.5,1291.7,453.8,1298.6,2024,Apr,Gold,99.5,615,NO
105351,SKU_1435,Blue Pen,25,2023-04-15 06:00:00,59.79,86973.0,Sweden,0.41,Paypall,6.57,Stationery,In-store,Not Returned,Royal Mail,Rome,Low,1435,881.9,875.3,1494.8,881.9,612.8,888.5,2023,Apr,Gold,99.3,986,NO
105378,SKU_1824,Wall Clock,3,2023-11-21 02:00:00,51.1,62034.0,United States,0.44,Credit Card,13.5,Home Decor,Online,Not Returned,DHL,Amsterdam,Medium,1824,85.8,72.3,153.3,85.8,67.5,99.3,2023,Nov,Bronze,84.3,766,NO
105397,SKU_1624,Blue Pen,9,2022-05-27 07:00:00,29.87,73524.0,Netherlands,0.27,Paypall,17.23,Stationery,In-store,Not Returned,DHL,Amsterdam,High,1624,196.2,179.0,268.8,196.2,72.6,213.5,2022,May,Bronze,91.2,1309,NO
105435,SKU_1196,Backpack,15,2021-04-19 11:00:00,74.9,76158.0,United States,0.13,Paypall,26.69,Accessories,Online,Not Returned,UPS,Berlin,Medium,1196,977.4,950.8,1123.5,977.4,146.1,1004.1,2021,Apr,Gold,97.3,1712,NO
105468,SKU_1252,Wall Clock,6,2025-07-15 12:00:00,74.36,82415.0,Netherlands,0.4,Paypall,12.89,Home Decor,In-store,Not Returned,DHL,Amsterdam,High,1252,267.7,254.8,446.2,267.7,178.5,280.6,2025,Jul,Silver,95.2,164,NO
105486,SKU_1890,Backpack,7,2020-01-30 20:00:00,20.99,29121.0,Netherlands,0.39,Bank Transfer,5.73,Accessories,In-store,Not Returned,Royal Mail,Rome,High,1890,89.6,83.9,146.9,89.6,57.3,95.4,2020,Jan,Bronze,93.6,2157,NO
105492,SKU_1297,T-shirt,35,2023-12-18 05:00:00,11.39,,Germany,0.22,Paypall,20.28,Apparel,Online,Not Returned,Royal Mail,,High,1297,310.9,290.7,398.7,310.9,87.7,331.2,2023,Dec,Silver,93.5,739,NO
105520,SKU_1092,Backpack,36,2020-08-18 15:00:00,85.85,27504.0,United States,0.05,Credit Card,8.11,Accessories,Online,Not Returned,DHL,Amsterdam,Low,1092,2936.1,2928.0,3090.6,2936.1,154.5,2944.2,2020,Aug,Platinum,99.7,1956,NO
105566,SKU_1512,Desk Lamp,20,2023-01-30 04:00:00,61.04,25841.0,United States,0.22,Bank Transfer,16.37,Furniture,In-store,Not Returned,FedEx,Paris,Medium,1512,952.2,935.9,1220.8,952.2,268.6,968.6,2023,Jan,Gold,98.3,1061,NO
105569,SKU_1346,White Mug,44,2020-02-12 08:00:00,70.44,24667.0,France,0.12,Credit Card,21.54,Home & Kitchen,In-store,Not Returned,DHL,Rome,Low,1346,2727.4,2705.9,3099.4,2727.4,371.9,2749.0,2020,Feb,Platinum,99.2,2144,NO
105577,SKU_1687,Office Chair,37,2021-02-11 17:00:00,86.8,54685.0,Australia,0.41,Bank Transfer,5.89,Furniture,Online,Not Returned,FedEx,London,Medium,1687,1894.8,1889.0,3211.6,1894.8,1316.8,1900.7,2021,Feb,Platinum,99.7,1779,NO
105586,SKU_1034,Desk Lamp,24,2020-11-26 01:00:00,70.92,63820.0,United States,0.39,Paypall,5.18,Furniture,Online,Not Returned,Royal Mail,Berlin,Medium,1034,1038.3,1033.1,1702.1,1038.3,663.8,1043.4,2020,Nov,Gold,99.5,1856,NO
105589,SKU_1975,Wall Clock,24,2023-09-09 13:00:00,44.78,68391.0,France,0.28,Credit Card,26.67,Home Decor,Online,Not Returned,FedEx,London,Medium,1975,773.8,747.1,1074.7,773.8,300.9,800.5,2023,Sep,Gold,96.6,839,NO
105618,SKU_1342,Headphones,1,2025-01-05 05:00:00,71.87,72201.0,Spain,0.08,Paypall,12.73,Electronics,In-store,Returned,Royal Mail,London,Low,1342,66.1,53.4,71.9,66.1,5.7,78.9,2025,Jan,Bronze,80.7,355,NO
105636,SKU_1541,Wireless Mouse,33,2021-01-04 05:00:00,49.44,14669.0,Germany,0.48,Bank Transfer,10.17,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium,1541,848.4,838.2,1631.5,848.4,783.1,858.6,2021,Jan,Gold,98.8,1817,NO
105639,SKU_1369,Wireless Mouse,4,2025-02-09 19:00:00,5.79,51110.0,United States,0.17,Credit Card,23.81,Electronics,Online,Not Returned,UPS,Paris,Low,1369,19.2,-4.6,23.2,19.2,3.9,43.0,2025,Feb,Bronze,-23.9,320,YES
105668,SKU_1350,Wireless Mouse,33,2020-08-14 05:00:00,32.29,16908.0,Germany,0.1,Credit Card,5.53,Electronics,Online,Returned,UPS,Rome,Medium,1350,959.0,953.5,1065.6,959.0,106.6,964.5,2020,Aug,Gold,99.4,1960,NO
105695,SKU_1307,T-shirt,7,2020-10-10 07:00:00,42.69,34943.0,Norway,0.44,Paypall,20.36,Apparel,In-store,Not Returned,Royal Mail,London,High,1307,167.3,147.0,298.8,167.3,131.5,187.7,2020,Oct,Bronze,87.8,1903,NO
105699,SKU_1469,Desk Lamp,38,2023-10-23 00:00:00,90.41,16365.0,Belgium,0.41,Bank Transfer,17.7,Furniture,In-store,Not Returned,UPS,Paris,High,1469,2027.0,2009.3,3435.6,2027.0,1408.6,2044.7,2023,Oct,Platinum,99.1,795,NO
105704,SKU_1858,Wall Clock,15,2022-08-01 10:00:00,41.52,81720.0,Norway,0.3,Bank Transfer,16.39,Home Decor,Online,Not Returned,FedEx,London,Medium,1858,436.0,419.6,622.8,436.0,186.8,452.4,2022,Aug,Silver,96.2,1243,NO
105720,SKU_1697,Wall Clock,31,2023-10-08 21:00:00,75.6,74464.0,Spain,0.41,Paypall,23.52,Home Decor,In-store,Not Returned,UPS,Berlin,High,1697,1382.7,1359.2,2343.6,1382.7,960.9,1406.2,2023,Oct,Platinum,98.3,809,NO
105730,SKU_1485,Desk Lamp,20,2020-11-15 01:00:00,45.0,48339.0,Australia,0.07,Bank Transfer,22.37,Furniture,In-store,Not Returned,UPS,Paris,Medium,1485,837.0,814.6,900.0,837.0,63.0,859.4,2020,Nov,Silver,97.3,1867,NO
105750,SKU_1520,Headphones,4,2020-09-08 00:00:00,8.12,44013.0,Italy,0.24,Paypall,29.05,Electronics,In-store,Not Returned,DHL,Paris,Medium,1520,24.7,-4.4,32.5,24.7,7.8,53.7,2020,Sep,Bronze,-17.7,1935,YES
105817,SKU_1402,Notebook,35,2024-02-22 00:00:00,20.29,24452.0,France,0.36,Paypall,8.07,Stationery,Online,Not Returned,UPS,London,Medium,1402,454.5,446.4,710.2,454.5,255.7,462.6,2024,Feb,Silver,98.2,673,NO
105829,SKU_1161,Headphones,8,2021-05-28 17:00:00,75.2,96464.0,France,0.42,Bank Transfer,7.04,Electronics,In-store,Not Returned,UPS,Rome,Medium,1161,348.9,341.9,601.6,348.9,252.7,356.0,2021,May,Silver,98.0,1673,NO
105833,SKU_1143,Wireless Mouse,6,2022-07-18 02:00:00,72.61,52980.0,Norway,0.37,Bank Transfer,8.13,Electronics,In-store,Not Returned,UPS,Paris,Medium,1143,274.5,266.3,435.7,274.5,161.2,282.6,2022,Jul,Silver,97.0,1257,NO
105901,SKU_1219,Notebook,36,2020-04-29 14:00:00,21.2,12002.0,Belgium,0.18,Bank Transfer,27.43,Stationery,Online,Returned,FedEx,Amsterdam,Low,1219,625.8,598.4,763.2,625.8,137.4,653.3,2020,Apr,Silver,95.6,2067,NO
105914,SKU_1038,Wireless Mouse,35,2021-08-27 15:00:00,40.68,85392.0,United Kingdom,0.46,Credit Card,15.94,Electronics,Online,Not Returned,UPS,London,Low,1038,768.9,752.9,1423.8,768.9,654.9,784.8,2021,Aug,Gold,97.9,1582,NO
106028,SKU_1475,Desk Lamp,39,2022-11-11 20:00:00,84.3,76503.0,Sweden,0.36,Bank Transfer,7.48,Furniture,In-store,Not Returned,Royal Mail,Paris,High,1475,2104.1,2096.6,3287.7,2104.1,1183.6,2111.6,2022,Nov,Platinum,99.6,1141,NO
106088,SKU_1475,Headphones,38,2023-05-08 10:00:00,89.24,88926.0,Norway,0.33,Credit Card,15.04,Electronics,In-store,Not Returned,UPS,Rome,Medium,1475,2272.1,2257.0,3391.1,2272.1,1119.1,2287.1,2023,May,Platinum,99.3,963,NO
106140,SKU_1636,Notebook,34,2025-09-02 15:00:00,3.04,43984.0,Netherlands,0.4,Paypall,23.23,Stationery,In-store,Not Returned,FedEx,London,Low,1636,62.0,38.8,103.4,62.0,41.3,85.2,2025,Sep,Bronze,62.5,115,NO
106149,SKU_1611,Headphones,37,2025-08-22 09:00:00,46.53,70600.0,United Kingdom,0.33,Bank Transfer,28.14,Electronics,Online,Not Returned,FedEx,London,Low,1611,1153.5,1125.3,1721.6,1153.5,568.1,1181.6,2025,Aug,Gold,97.6,126,NO
106154,SKU_1836,Backpack,11,2020-03-31 10:00:00,80.1,89001.0,Norway,0.3,Credit Card,16.71,Accessories,Online,Not Returned,DHL,London,High,1836,616.8,600.1,881.1,616.8,264.3,633.5,2020,Mar,Silver,97.3,2096,NO
106163,SKU_1614,White Mug,47,2021-09-22 03:00:00,7.14,93413.0,Belgium,0.38,Credit Card,26.12,Home & Kitchen,Online,Not Returned,DHL,London,High,1614,208.1,181.9,335.6,208.1,127.5,234.2,2021,Sep,Bronze,87.4,1556,NO
106195,SKU_1616,Wall Clock,30,2024-05-11 00:00:00,9.83,93032.0,Australia,0.05,Paypall,18.76,Home Decor,In-store,Returned,UPS,London,High,1616,280.2,261.4,294.9,280.2,14.7,298.9,2024,May,Bronze,93.3,594,NO
106220,SKU_1444,Wireless Mouse,1,2022-09-28 20:00:00,47.79,25531.0,Germany,0.38,Credit Card,29.32,Electronics,In-store,Not Returned,FedEx,Paris,High,1444,29.6,0.3,47.8,29.6,18.2,58.9,2022,Sep,Bronze,1.0,1185,NO
106242,SKU_1382,White Mug,24,2023-06-13 16:00:00,32.7,10449.0,United States,0.38,Bank Transfer,20.14,Home & Kitchen,Online,Not Returned,DHL,Amsterdam,Medium,1382,486.6,466.4,784.8,486.6,298.2,506.7,2023,Jun,Silver,95.9,927,NO
106258,SKU_1344,Wireless Mouse,39,2024-02-28 07:00:00,80.21,46836.0,Australia,0.31,Bank Transfer,18.23,Electronics,In-store,Not Returned,DHL,London,High,1344,2158.5,2140.2,3128.2,2158.5,969.7,2176.7,2024,Feb,Platinum,99.2,667,NO
106277,SKU_1962,Desk Lamp,4,2021-08-21 19:00:00,89.31,26082.0,Belgium,0.3,Credit Card,10.12,Furniture,In-store,Not Returned,DHL,London,Medium,1962,250.1,239.9,357.2,250.1,107.2,260.2,2021,Aug,Bronze,96.0,1588,NO
106286,SKU_1413,White Mug,47,2025-07-20 14:00:00,77.9,13004.0,Italy,0.1,Bank Transfer,7.31,Home & Kitchen,In-store,Not Returned,DHL,Amsterdam,Low,1413,3295.2,3287.9,3661.3,3295.2,366.1,3302.5,2025,Jul,Platinum,99.8,159,NO
106309,SKU_1752,USB Cable,13,2023-07-09 04:00:00,8.78,56365.0,United States,0.23,Credit Card,26.05,Electronics,Online,Not Returned,DHL,Rome,High,1752,87.9,61.8,114.1,87.9,26.3,113.9,2023,Jul,Bronze,70.4,901,NO
106387,SKU_1296,Office Chair,37,2023-11-22 13:00:00,53.17,75542.0,Portugal,0.22,Bank Transfer,21.43,Furniture,Online,Not Returned,FedEx,Amsterdam,Low,1296,1534.5,1513.1,1967.3,1534.5,432.8,1555.9,2023,Nov,Gold,98.6,765,NO
106395,SKU_1402,Wireless Mouse,9,2024-06-03 07:00:00,3.55,79312.0,Australia,0.09,Credit Card,23.24,Electronics,Online,Not Returned,FedEx,Berlin,High,1402,29.1,5.8,32.0,29.1,2.9,52.3,2024,Jun,Bronze,20.1,571,NO
106401,SKU_1383,White Mug,46,2025-07-16 20:00:00,93.46,68777.0,Spain,0.4,Paypall,26.52,Home & Kitchen,In-store,Not Returned,UPS,Rome,Low,1383,2579.5,2553.0,4299.2,2579.5,1719.7,2606.0,2025,Jul,Platinum,99.0,163,NO
106402,SKU_1721,Wall Clock,26,2022-03-07 07:00:00,37.32,,Italy,0.04,Bank Transfer,7.62,Home Decor,In-store,Not Returned,Royal Mail,Berlin,Low,1721,931.5,923.9,970.3,931.5,38.8,939.1,2022,Mar,Silver,99.2,1390,NO
106457,SKU_1455,T-shirt,20,2022-01-10 18:00:00,51.45,44070.0,United Kingdom,0.11,Paypall,12.05,Apparel,In-store,Not Returned,UPS,Paris,High,1455,915.8,903.8,1029.0,915.8,113.2,927.9,2022,Jan,Silver,98.7,1446,NO
106464,SKU_1059,Headphones,10,2020-12-10 09:00:00,51.67,29395.0,Germany,0.01,Paypall,18.49,Electronics,Online,Not Returned,UPS,Berlin,Medium,1059,511.5,493.0,516.7,511.5,5.2,530.0,2020,Dec,Silver,96.4,1842,NO
106475,SKU_1674,Wireless Mouse,4,2021-05-25 01:00:00,28.38,38510.0,Italy,0.37,Credit Card,19.93,Electronics,Online,Not Returned,DHL,London,Low,1674,71.5,51.6,113.5,71.5,42.0,91.4,2021,May,Bronze,72.1,1676,NO
106476,SKU_1356,Wireless Mouse,31,2024-02-17 08:00:00,83.24,,Norway,0.32,Bank Transfer,28.88,Electronics,In-store,Not Returned,UPS,,High,1356,1754.7,1725.8,2580.4,1754.7,825.7,1783.6,2024,Feb,Platinum,98.4,678,NO
